,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
376,"{'hash': 'b36faaf1be5c47af58efd532f9bf1af6ed5e13c443e5ed2138e647985bf91ccb', 'name': 'conf-dashcoregroup-032018', 'url': 'www.dashcentral.org/p/conf-dashcoregroup-032018', 'dw_url': 'https://www.dashcentral.org/p/conf-dashcoregroup-032018', 'dw_url_comments': 'https://www.dashcentral.org/p/conf-dashcoregroup-032018#comments', 'title': 'Core Team Conferences (March)', 'date_added': '2018-02-21 14:00:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 01:48:27', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 653.19, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 957, 'no': 116, 'abstain': 1, 'order': 27, 'comment_amount': 37, 'owner_username': 'babygiraffe'}",b36faaf1be5c47af58efd532f9bf1af6ed5e13c443e5ed2138e647985bf91ccb,2018-02-21 14:00:01,2018-03-08 18:56:54,True,957,116,1,1074,653.19,2018
377,"{'hash': '8cafe301ac1d16319fe8be06ecf98ebf62fb6e811f4c272be12f2334b2f8340c', 'name': 'getfreedash4venezuela', 'url': 'www.dashcentral.org/p/getfreedash4venezuela', 'dw_url': 'https://www.dashcentral.org/p/getfreedash4venezuela', 'dw_url_comments': 'https://www.dashcentral.org/p/getfreedash4venezuela#comments', 'title': 'Getfreedash for venezuela - 140,000 sign ups and counting, Dash going Viral in Venezuela , Thanks everyone for your Support !!!', 'date_added': '2018-02-20 18:55:01', 'date_added_human': '5 years ago', 'date_end': '2018-05-17 16:26:13', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '219', 'in_next_budget': False, 'monthly_amount': 150, 'total_payment_count': 3, 'remaining_payment_count': 1, 'yes': 659, 'no': 491, 'abstain': 46, 'order': 28, 'comment_amount': 116, 'owner_username': 'dashmaximalist'}",8cafe301ac1d16319fe8be06ecf98ebf62fb6e811f4c272be12f2334b2f8340c,2018-02-20 18:55:01,2018-03-08 18:56:54,False,659,491,46,1196,150.0,2018
378,"{'hash': '4e2f9d85b393c40fd9ef5f24b85d1fcd01658500584f072dae223deb2cd8b842', 'name': 'DOCUSERIES-KUVACASH-FULL', 'url': 'www.dashcentral.org/p/DOCUSERIES-KUVACASH-FULL', 'dw_url': 'https://www.dashcentral.org/p/DOCUSERIES-KUVACASH-FULL', 'dw_url_comments': 'https://www.dashcentral.org/p/DOCUSERIES-KUVACASH-FULL#comments', 'title': 'Dash Adoption DocuSeries Zimbabwe: ft. KuvaCash EP01 Full', 'date_added': '2018-02-20 05:10:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 01:02:37', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 187, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 621, 'no': 82, 'abstain': 20, 'order': 29, 'comment_amount': 48, 'owner_username': 'Frame48'}",4e2f9d85b393c40fd9ef5f24b85d1fcd01658500584f072dae223deb2cd8b842,2018-02-20 05:10:01,2018-03-08 18:56:54,True,621,82,20,723,187.0,2018
379,"{'hash': '6d16098464ee281a47d165444c55899c83679e8a6a5179ea3c8b266df48cf8de', 'name': 'DashElectrumFeb2018', 'url': 'www.dashcentral.org/p/DashElectrumFeb2018', 'dw_url': 'https://www.dashcentral.org/p/DashElectrumFeb2018', 'dw_url_comments': 'https://www.dashcentral.org/p/DashElectrumFeb2018#comments', 'title': 'Сontinuing electrum-dash development and support in 2018', 'date_added': '2018-02-19 20:00:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 01:03:28', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 100, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 30, 'comment_amount': 31, 'owner_username': 'akhavr'}",6d16098464ee281a47d165444c55899c83679e8a6a5179ea3c8b266df48cf8de,2018-02-19 20:00:01,2018-03-08 18:56:54,False,0,0,0,0,100.0,2018
380,"{'hash': '530b4954fec282dfd9f9af5d8220544b634704c9160eb3f3ca14f2ed1716c5ca', 'name': 'SlamDunkwithDashinMorocco', 'url': 'www.dashcentral.org/p/SlamDunkwithDashinMorocco', 'dw_url': 'https://www.dashcentral.org/p/SlamDunkwithDashinMorocco', 'dw_url_comments': 'https://www.dashcentral.org/p/SlamDunkwithDashinMorocco#comments', 'title': 'Slam Dunk with Dash in Morocco!', 'date_added': '2018-02-17 10:25:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 00:27:57', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 36, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 699, 'no': 220, 'abstain': 26, 'order': 31, 'comment_amount': 63, 'owner_username': 'lnstantKarmaFund'}",530b4954fec282dfd9f9af5d8220544b634704c9160eb3f3ca14f2ed1716c5ca,2018-02-17 10:25:01,2018-03-08 18:56:54,True,699,220,26,945,36.0,2018
381,"{'hash': 'fe5dfebf44c3f9e92638af0a16deaf1834c20ad5c1a41fa32330e068be2c22c1', 'name': 'FanDuel_Drops_Bitcoin_for_Dash_1', 'url': 'www.dashcentral.org/p/FanDuel_Drops_Bitcoin_for_Dash_1', 'dw_url': 'https://www.dashcentral.org/p/FanDuel_Drops_Bitcoin_for_Dash_1', 'dw_url_comments': 'https://www.dashcentral.org/p/FanDuel_Drops_Bitcoin_for_Dash_1#comments', 'title': 'FanDuel DROPS Bitcoin for DASH / 75+ Million Monthly Users ', 'date_added': '2018-02-16 04:05:02', 'date_added_human': '5 years ago', 'date_end': '2018-03-18 23:54:17', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 125, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 777, 'no': 35, 'abstain': 29, 'order': 32, 'comment_amount': 47, 'owner_username': 'DEMOincubator_Escrow'}",fe5dfebf44c3f9e92638af0a16deaf1834c20ad5c1a41fa32330e068be2c22c1,2018-02-16 04:05:02,2018-03-08 18:56:54,True,777,35,29,841,125.0,2018
382,"{'hash': '21eca959e49fb35db979ca17f6361349c48cdfb26fa4ed642ab585beb6469467', 'name': 'strike-country-expansion', 'url': 'www.dashcentral.org/p/strike-country-expansion', 'dw_url': 'https://www.dashcentral.org/p/strike-country-expansion', 'dw_url_comments': 'https://www.dashcentral.org/p/strike-country-expansion#comments', 'title': 'YouTube Awareness - Country Expansion (Strike Social Inc. 500 No.17)', 'date_added': '2018-02-15 21:55:00', 'date_added_human': '5 years ago', 'date_end': '2018-05-17 14:39:45', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 195, 'total_payment_count': 3, 'remaining_payment_count': 2, 'yes': 753, 'no': 354, 'abstain': 53, 'order': 33, 'comment_amount': 20, 'owner_username': 'pmckenna12'}",21eca959e49fb35db979ca17f6361349c48cdfb26fa4ed642ab585beb6469467,2018-02-15 21:55:00,2018-03-08 18:56:54,True,753,354,53,1160,195.0,2018
383,"{'hash': 'b4f826185b0422e957ec27502ef517f2f548d531846c783559ece959ac9a88f4', 'name': 'scale-internet-ads-dashinformer', 'url': 'www.dashcentral.org/p/scale-internet-ads-dashinformer', 'dw_url': 'https://www.dashcentral.org/p/scale-internet-ads-dashinformer', 'dw_url_comments': 'https://www.dashcentral.org/p/scale-internet-ads-dashinformer#comments', 'title': 'Internet Advertising', 'date_added': '2018-02-14 22:40:00', 'date_added_human': '5 years ago', 'date_end': '2018-05-17 14:19:14', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '227', 'in_next_budget': False, 'monthly_amount': 513, 'total_payment_count': 3, 'remaining_payment_count': 1, 'yes': 642, 'no': 482, 'abstain': 85, 'order': 34, 'comment_amount': 135, 'owner_username': 'feedbands'}",b4f826185b0422e957ec27502ef517f2f548d531846c783559ece959ac9a88f4,2018-02-14 22:40:00,2018-03-08 18:56:54,False,642,482,85,1209,513.0,2018
384,"{'hash': '39ab071b7085b4a0fb85b20d81f3d9ee77d8c898db064064d198d0abb020a2a9', 'name': 'Venezuela_2-big-events-in-1-month', 'url': 'www.dashcentral.org/p/Venezuela_2-big-events-in-1-month', 'dw_url': 'https://www.dashcentral.org/p/Venezuela_2-big-events-in-1-month', 'dw_url_comments': 'https://www.dashcentral.org/p/Venezuela_2-big-events-in-1-month#comments', 'title': 'Caracas - Venezuela: 2 big events in 1 month', 'date_added': '2018-02-14 03:50:00', 'date_added_human': '5 years ago', 'date_end': '2018-03-18 22:57:09', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 108, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 35, 'comment_amount': 40, 'owner_username': 'algodonfranelas'}",39ab071b7085b4a0fb85b20d81f3d9ee77d8c898db064064d198d0abb020a2a9,2018-02-14 03:50:00,2018-03-08 18:56:54,False,0,0,0,0,108.0,2018
385,"{'hash': '082d343299c764ef459362ee463cbf134338ea9817f8ebb912ac89892c38b469', 'name': 'Chael-Sonnen-mma-sponsorship', 'url': 'www.dashcentral.org/p/Chael-Sonnen-mma-sponsorship', 'dw_url': 'https://www.dashcentral.org/p/Chael-Sonnen-mma-sponsorship', 'dw_url_comments': 'https://www.dashcentral.org/p/Chael-Sonnen-mma-sponsorship#comments', 'title': 'ESPN analyst, media personality, MMA fighter, Chael Sonnen strategic partnership with Dash.', 'date_added': '2018-02-13 06:05:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-18 22:29:27', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 325, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 36, 'comment_amount': 93, 'owner_username': 'Chael_MMA'}",082d343299c764ef459362ee463cbf134338ea9817f8ebb912ac89892c38b469,2018-02-13 06:05:01,2018-03-08 18:56:54,False,0,0,0,0,325.0,2018
386,"{'hash': '330be593e1a0d41fc79a39d505ff9da268efd7f27106948a2dc94b89518d3b91', 'name': 'digitalmarketingru', 'url': 'www.dashcentral.org/p/digitalmarketingru', 'dw_url': 'https://www.dashcentral.org/p/digitalmarketingru', 'dw_url_comments': 'https://www.dashcentral.org/p/digitalmarketingru#comments', 'title': 'Digital marketing campaigns for Dash in Russian-speaking internet', 'date_added': '2018-02-12 22:05:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-18 21:29:34', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 49, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 37, 'comment_amount': 35, 'owner_username': 'Maxjaja'}",330be593e1a0d41fc79a39d505ff9da268efd7f27106948a2dc94b89518d3b91,2018-02-12 22:05:01,2018-03-08 18:56:54,False,0,0,0,0,49.0,2018
387,"{'hash': 'e31be41e057ac2ef01cc23da8fa995671baeb1791b971008c417659dd41c4177', 'name': 'ContinuationofDashRoadshowinGhana2', 'url': 'www.dashcentral.org/p/ContinuationofDashRoadshowinGhana2', 'dw_url': 'https://www.dashcentral.org/p/ContinuationofDashRoadshowinGhana2', 'dw_url_comments': 'https://www.dashcentral.org/p/ContinuationofDashRoadshowinGhana2#comments', 'title': 'Continuation of Dash Roadshow: THIS IS THE ONLY PROPOSAL THAT THE BUDGET CAN STILL AFFORD TO FUND', 'date_added': '2018-02-09 10:45:01', 'date_added_human': '5 years ago', 'date_end': '2018-05-17 11:48:07', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 20, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 38, 'comment_amount': 62, 'owner_username': 'cryptolib'}",e31be41e057ac2ef01cc23da8fa995671baeb1791b971008c417659dd41c4177,2018-02-09 10:45:01,2018-03-08 18:56:54,False,0,0,0,0,20.0,2018
388,"{'hash': '7c541275de52db215b8084ace4e8dc024ff3d933b5fe4abb1926766bce236f56', 'name': 'Dash-Africa', 'url': 'www.dash.org/forum/threads/dash-africa-pre-proposal.19509/', 'dw_url': 'https://www.dashcentral.org/p/Dash-Africa', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Africa#comments', 'title': 'Dash Africa', 'date_added': '2018-02-07 04:40:01', 'date_added_human': '5 years ago', 'date_end': '2018-05-17 10:52:26', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 24, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 39, 'comment_amount': 24, 'owner_username': 'DashingDude'}",7c541275de52db215b8084ace4e8dc024ff3d933b5fe4abb1926766bce236f56,2018-02-07 04:40:01,2018-03-08 18:56:54,False,0,0,0,0,24.0,2018
389,"{'hash': '40899501db6df30de67ffc1918de71db77d908bf5bd31c88a7489b8bdbf4a138', 'name': 'DashTexasCalifornia', 'url': 'www.dashcentral.org/p/DashTexasCalifornia', 'dw_url': 'https://www.dashcentral.org/p/DashTexasCalifornia', 'dw_url_comments': 'https://www.dashcentral.org/p/DashTexasCalifornia#comments', 'title': 'Dash Texas/California+2 Conferences', 'date_added': '2018-02-06 18:20:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-17 15:10:30', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 35, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 40, 'comment_amount': 40, 'owner_username': 'bchamz'}",40899501db6df30de67ffc1918de71db77d908bf5bd31c88a7489b8bdbf4a138,2018-02-06 18:20:01,2018-03-08 18:56:54,False,0,0,0,0,35.0,2018
390,"{'hash': '2319e2eb8fd7e6df34f41141583c0e7655517a626a52339826cd21dbdce00bbf', 'name': 'Brazil', 'url': 'www.dashcentral.org/p/Brazil', 'dw_url': 'https://www.dashcentral.org/p/Brazil', 'dw_url_comments': 'https://www.dashcentral.org/p/Brazil#comments', 'title': 'YouTube Channel + Social Media Management - Dash Brazil Community.', 'date_added': '2018-02-06 05:35:01', 'date_added_human': '5 years ago', 'date_end': '2018-08-14 20:36:06', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 16, 'total_payment_count': 6, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 41, 'comment_amount': 45, 'owner_username': 'rambrissi'}",2319e2eb8fd7e6df34f41141583c0e7655517a626a52339826cd21dbdce00bbf,2018-02-06 05:35:01,2018-03-08 18:56:54,False,0,0,0,0,16.0,2018
391,"{'hash': '03726d8e435e09d0432ff308a7e35a476e3f76abc6a7934e8fb4ea478522c2d3', 'name': 'Dash-Help-Support-Center', 'url': 'www.dashcentral.org/p/Dash-Help-Support-Center', 'dw_url': 'https://www.dashcentral.org/p/Dash-Help-Support-Center', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Help-Support-Center#comments', 'title': 'Dash Help Venezuela - Support Center (Exclusively for Dash)', 'date_added': '2018-02-01 22:40:00', 'date_added_human': '5 years ago', 'date_end': '2018-03-18 17:56:56', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 119, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 42, 'comment_amount': 134, 'owner_username': 'alejandroe'}",03726d8e435e09d0432ff308a7e35a476e3f76abc6a7934e8fb4ea478522c2d3,2018-02-01 22:40:00,2018-03-08 18:56:54,False,0,0,0,0,119.0,2018
392,"{'hash': '8f5f0ada36dc2109cd70f0e9f159db967cadac36c93d39a1830fb53a1d9a4f75', 'name': '5TH-DASH-CONFERENCE-IN-CARACAS-VENEZUELA', 'url': 'www.dashcentral.org/p/5TH-DASH-CONFERENCE-IN-CARACAS-VENEZUELA', 'dw_url': 'https://www.dashcentral.org/p/5TH-DASH-CONFERENCE-IN-CARACAS-VENEZUELA', 'dw_url_comments': 'https://www.dashcentral.org/p/5TH-DASH-CONFERENCE-IN-CARACAS-VENEZUELA#comments', 'title': '5TH DASH CONFERENCE IN CARACAS - VENEZUELA', 'date_added': '2018-01-25 14:30:01', 'date_added_human': '5 years ago', 'date_end': '2018-02-16 19:55:54', 'voting_deadline': '2018-02-06 14:18:22', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 70, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 43, 'comment_amount': 28, 'owner_username': 'algodonfranelas'}",8f5f0ada36dc2109cd70f0e9f159db967cadac36c93d39a1830fb53a1d9a4f75,2018-01-25 14:30:01,2018-02-06 14:18:22,False,0,0,0,0,70.0,2018
393,"{'hash': '3f82f91ab626af64f8057b36b01ac345ae76ace522f7e54c571c115de90face8', 'name': 'UK-Fiat-To-Dash-Exchange-And-Marketing', 'url': 'www.dashcentral.org/p/UK-Fiat-To-Dash-Exchange-And-Marketing', 'dw_url': 'https://www.dashcentral.org/p/UK-Fiat-To-Dash-Exchange-And-Marketing', 'dw_url_comments': 'https://www.dashcentral.org/p/UK-Fiat-To-Dash-Exchange-And-Marketing#comments', 'title': 'eWallet - Fiat To Dash Exchange - Month 8/8 ', 'date_added': '2018-01-24 08:40:00', 'date_added_human': '5 years ago', 'date_end': '2018-09-13 11:20:16', 'voting_deadline': '2018-02-06 14:18:22', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 25, 'total_payment_count': 8, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 44, 'comment_amount': 86, 'owner_username': 'AshFrancis'}",3f82f91ab626af64f8057b36b01ac345ae76ace522f7e54c571c115de90face8,2018-01-24 08:40:00,2018-02-06 14:18:22,False,0,0,0,0,25.0,2018
394,"{'hash': '9bda96834b344b15bfc6987f60b9a560585b91cb546031d2d75e30d60a5e43b5', 'name': 'Dashop_IO', 'url': 'www.dashcentral.org/p/Dashop_IO', 'dw_url': 'https://www.dashcentral.org/p/Dashop_IO', 'dw_url_comments': 'https://www.dashcentral.org/p/Dashop_IO#comments', 'title': 'DASHOP.IO – Online Shopping Marketplace', 'date_added': '2018-01-22 23:20:00', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 00:48:32', 'voting_deadline': '2018-02-06 14:18:22', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 81, 'total_payment_count': 5, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 45, 'comment_amount': 59, 'owner_username': 'InstantKarmaFund'}",9bda96834b344b15bfc6987f60b9a560585b91cb546031d2d75e30d60a5e43b5,2018-01-22 23:20:00,2018-02-06 14:18:22,False,0,0,0,0,81.0,2018
395,"{'hash': 'ea1573f9cf32f83f3f35f1c8d6e7405dbd64a3ab26afb18019bd8ac5f551ac62', 'name': 'DocuSeries-KuvaCash', 'url': 'www.dashcentral.org/p/DocuSeries-KuvaCash', 'dw_url': 'https://www.dashcentral.org/p/DocuSeries-KuvaCash', 'dw_url_comments': 'https://www.dashcentral.org/p/DocuSeries-KuvaCash#comments', 'title': 'Dash Adoption Docu Series: Zimbawe ft. KuvaCash', 'date_added': '2018-01-22 22:10:00', 'date_added_human': '5 years ago', 'date_end': '2018-02-16 19:02:42', 'voting_deadline': '2018-02-06 14:18:22', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 45, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 46, 'comment_amount': 14, 'owner_username': 'Frame48'}",ea1573f9cf32f83f3f35f1c8d6e7405dbd64a3ab26afb18019bd8ac5f551ac62,2018-01-22 22:10:00,2018-02-06 14:18:22,False,0,0,0,0,45.0,2018
